title,painter,creation_date,author_gender,author_country,location_name,location_country,time_period,image_path,image_url
title,Claude Monet,1899.0,male,France,Musée d'Orsay,France,,img/img_512/Claude Monet - Water Lilies and Japanese Bridge.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Water%20Lilies%20and%20Japanese%20Bridge.jpg
title,Jean-Baptiste-Siméon Chardin,1728.0,male,France,Room 919,France,,img/img_512/Le Buffet - Jean Baptiste Siméon Chardin - Musée du Louvre Peintures INV 3198.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Buffet%20-%20Jean%20Baptiste%20Sim%C3%A9on%20Chardin%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%203198.jpg
title,Andrea Mantegna,,male,Republic of Venice,Palazzo dei Diamanti,Italy,,"img/img_512/Andrea mantegna, cristo con l'animula della madonna, 1462, 03.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20mantegna%2C%20cristo%20con%20l%27animula%20della%20madonna%2C%201462%2C%2003.jpg
title,Jean-Baptiste Camille Corot,1857.0,male,France,Condé Museum,France,,img/img_512/Jean-Baptiste-Camille Corot - Le Concert champêtre - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Baptiste-Camille%20Corot%20-%20Le%20Concert%20champ%C3%AAtre%20-%20Google%20Art%20Project.jpg
title,Jean-François de Troy,1735.0,male,France,Condé Museum,France,,img/img_512/Jean-François de Troy - Le Déjeuner d’huîtres - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Fran%C3%A7ois%20de%20Troy%20-%20Le%20D%C3%A9jeuner%20d%E2%80%99hu%C3%AEtres%20-%20Google%20Art%20Project.jpg
title,Nicolas Lancret,1735.0,male,Kingdom of France,Condé Museum,France,,img/img_512/Déjeuner de jambon - Nicolas Lancret - musée Condé.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/D%C3%A9jeuner%20de%20jambon%20-%20Nicolas%20Lancret%20-%20mus%C3%A9e%20Cond%C3%A9.jpg
title,Adriaen van Ostade,,male,Dutch Republic,Room 852,France,,img/img_512/Adriaen van Ostade 038.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Adriaen%20van%20Ostade%20038.jpg
title,Bronzino,,male,Italy,Uffizi Gallery,Italy,,img/img_512/Bronzino - Portrait of Giovanni de’ Medici - 1475 - Uffizi Gallery.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Bronzino%20-%20Portrait%20of%20Giovanni%20de%E2%80%99%20Medici%20-%201475%20-%20Uffizi%20Gallery.jpg
title,Odilon Redon,1898.0,male,France,Kingdom of the Netherlands,,Symbolism,"img/img_512/Odilon Redon - The Cyclops, c. 1914.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Odilon%20Redon%20-%20The%20Cyclops%2C%20c.%201914.jpg
title,Claude Monet,1877.0,male,France,Hermitage Museum,Russia,,"img/img_512/Monet, Claude - Corner of the Garden at Montgeron.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Monet%2C%20Claude%20-%20Corner%20of%20the%20Garden%20at%20Montgeron.jpg
title,,,,,Église Saint-Pierre (Crozon),France,,img/img_512/20110824 Crozon (9).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/20110824%20Crozon%20%289%29.jpg
title,Fra Angelico,,male,Italy,National Gallery of Art,United States of America,,img/img_512/Fra Angelico Adoration.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Fra%20Angelico%20Adoration.jpg
title,Filippo Lippi,,male,Republic of Florence,Metropolitan Museum of Art,United States of America,,img/img_512/Saint Lawrence Enthroned with Saints and Donors MET DT340533.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Lawrence%20Enthroned%20with%20Saints%20and%20Donors%20MET%20DT340533.jpg
title,Peter Paul Rubens,,male,Spanish Netherlands,Capitoline Museums,Italy,,img/img_512/Romolo e remo.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Romolo%20e%20remo.jpg
title,Georges Seurat,1885.0,male,France,Palais des Beaux-Arts de Lille,France,,"img/img_512/Georges seurat, paesaggio a grandcamp, 1885.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20seurat%2C%20paesaggio%20a%20grandcamp%2C%201885.jpg
title,Wassily Kandinsky,1909.0,male,France,Russian Museum,Russia,,img/img_512/Kandinsky-Case-a-Murnau-Paesaggio-estivo-1024x768.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky-Case-a-Murnau-Paesaggio-estivo-1024x768.jpg
title,Henri Matisse,1940.0,male,France,National Museum of Modern Art,France,,img/img_512/La Blouse Roumaine - Henri Matisse 1940.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Blouse%20Roumaine%20-%20Henri%20Matisse%201940.jpg
title,Andrea del Sarto,,male,Republic of Florence,Room 712,France,,img/img_512/La Charité - Andrea del Sarto - Musée du Louvre Peintures INV 712.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Charit%C3%A9%20-%20Andrea%20del%20Sarto%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%20712.jpg
title,Piet Mondrian,1920.0,male,Kingdom of the Netherlands,Galleria Nazionale d'Arte Moderna e Contemporanea,Italy,,img/img_512/Composition A by Piet Mondrian Galleria Nazionale d'Arte Moderna e Contemporanea.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Composition%20A%20by%20Piet%20Mondrian%20Galleria%20Nazionale%20d%27Arte%20Moderna%20e%20Contemporanea.jpg
title,Wassily Kandinsky,1916.0,male,France,Museo del Novecento,Italy,,img/img_512/Composizione di Kandinskji.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Composizione%20di%20Kandinskji.jpg
title,Wassily Kandinsky,1939.0,male,France,Kunstsammlung Nordrhein-Westfalen,Germany,,"img/img_512/Vassily Kandinsky, 1939 - Composition 10.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Vassily%20Kandinsky%2C%201939%20-%20Composition%2010.jpg
title,,,,,former Cistercian monastery Wettingen,Switzerland,,img/img_512/Jesuskind Wettingen.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Jesuskind%20Wettingen.jpg
title,Kazimir Malevich,1915.0,male,Russian Empire,,,,img/img_512/Suprematist Composition - Kazimir Malevich.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Suprematist%20Composition%20-%20Kazimir%20Malevich.jpg
title,John Singer Sargent,1885.0,male,United States of America,Tate Britain,United Kingdom,,"img/img_512/John Singer Sargent - Carnation, Lily, Lily, Rose - Google Art Project.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/John%20Singer%20Sargent%20-%20Carnation%2C%20Lily%2C%20Lily%2C%20Rose%20-%20Google%20Art%20Project.jpg
title,Lorenzo Ghiberti,,male,Republic of Florence,Florence Cathedral,Italy,,"img/img_512/Ghiberti, presentazione al tempio.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Ghiberti%2C%20presentazione%20al%20tempio.jpg
title,Wassily Kandinsky,1913.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Kandinsky - Small Pleasures, June 1913.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Kandinsky%20-%20Small%20Pleasures%2C%20June%201913.jpg
title,Wassily Kandinsky,1914.0,male,France,Lenbachhaus,Germany,,img/img_512/Wassily Kandinsky - Improvisation Klamm - GMS 74 - Lenbachhaus.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Wassily%20Kandinsky%20-%20Improvisation%20Klamm%20-%20GMS%2074%20-%20Lenbachhaus.jpg
title,Wassily Kandinsky,1910.0,male,France,Tate Modern,United Kingdom,,img/img_512/Wassily Kandinsky Cossacks or Cosaques 1910–1.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Wassily%20Kandinsky%20Cossacks%20or%20Cosaques%201910%E2%80%931.jpg
title,Paul Cézanne,1893.0,male,France,Art Institute of Chicago,United States of America,,img/img_512/Paul Cézanne - The Basket of Apples - 1926.252 - Art Institute of Chicago.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20C%C3%A9zanne%20-%20The%20Basket%20of%20Apples%20-%201926.252%20-%20Art%20Institute%20of%20Chicago.jpg
title,Paul Gauguin,1888.0,male,France,Scottish National Gallery,United Kingdom,,img/img_512/Paul Gauguin 137.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20137.jpg
title,Master of the Housebook,,male,Holy Roman Empire,Herzogliches Museum Gotha,Germany,,img/img_512/Gothaer Liebespaar.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Gothaer%20Liebespaar.jpg
title,Master of the Lindau Lamentation,,male,,City Museum of Lindau,Germany,,img/img_512/Meister der Lindauer Beweinung - Lindauer Beweinung.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Meister%20der%20Lindauer%20Beweinung%20-%20Lindauer%20Beweinung.jpg
title,Theo van Doesburg,1928.0,male,Kingdom of the Netherlands,,,,img/img_512/Theo van Doesburg 157.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20157.jpg
title,Theo van Doesburg,1925.0,male,Kingdom of the Netherlands,Kunstmuseum Den Haag,Netherlands,,img/img_512/Theo van Doesburg Contra-Composition XVI.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20Contra-Composition%20XVI.jpg
title,Vincent van Gogh,1888.0,male,Kingdom of the Netherlands,Pushkin Museum of Fine Arts,Russia,,img/img_512/Vincent Willem van Gogh 036.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Willem%20van%20Gogh%20036.jpg
title,Theo van Doesburg,1918.0,male,Kingdom of the Netherlands,Kunstmuseum Basel,Switzerland,,img/img_512/Theo van Doesburg Composition in dissonances.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20Composition%20in%20dissonances.jpg
title,Wassily Kandinsky,1913.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Painting with White Border by Vasily Kandinsky, May 1913.JPG",http://commons.wikimedia.org/wiki/Special:FilePath/Painting%20with%20White%20Border%20by%20Vasily%20Kandinsky%2C%20May%201913.JPG
title,Pontormo,,male,,Florence Charterhouse,Italy,,"img/img_512/Pontormo, resurrezione 3, certosa.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Pontormo%2C%20resurrezione%203%2C%20certosa.jpg
title,Dosso Dossi,,male,,Uffizi Gallery,Italy,,"img/img_512/Dosso, riposo.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Dosso%2C%20riposo.jpg
title,Umberto Boccioni,1910.0,male,Kingdom of Italy,Pinacoteca di Brera,Italy,,"img/img_512/Umberto Boccioni, Rissa in galleria, Pinacoteca di Brera, Milano.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Umberto%20Boccioni%2C%20Rissa%20in%20galleria%2C%20Pinacoteca%20di%20Brera%2C%20Milano.jpg
title,J. E. H. MacDonald,1913.0,male,United Kingdom of Great Britain and Ireland,Art Gallery of Ontario,Canada,,"img/img_512/JEH MacDonald Fine Weather, Georgian Bay.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/JEH%20MacDonald%20Fine%20Weather%2C%20Georgian%20Bay.jpg
title,Annibale Carracci,,male,Papal States,Room 712,France,,img/img_512/La Pêche - Annibale Carracci - Musée du Louvre Peintures INV 209 ; MR 126.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/La%20P%C3%AAche%20-%20Annibale%20Carracci%20-%20Mus%C3%A9e%20du%20Louvre%20Peintures%20INV%20209%20%3B%20MR%20126.jpg
title,Wassily Kandinsky,1920.0,male,France,Solomon R. Guggenheim Museum,United States of America,,"img/img_512/Vassily Kandinsky, 1920 - Red Oval.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Vassily%20Kandinsky%2C%201920%20-%20Red%20Oval.jpg
title,Vincent van Gogh,1890.0,male,Kingdom of the Netherlands,Ny Carlsberg Glyptotek,Denmark,,img/img_512/Pink Roses van Gogh.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pink%20Roses%20van%20Gogh.jpg
title,Lucas Cranach the Elder,,male,Holy Roman Empire,Statens Museum for Kunst,Denmark,,img/img_512/Lucas Cranach d.Ä. - Melancholie (Statens Museum for Kunst).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Lucas%20Cranach%20d.%C3%84.%20-%20Melancholie%20%28Statens%20Museum%20for%20Kunst%29.jpg
title,Alphonse Mucha,1897.0,male,Austrian Empire,,,,img/img_512/Alfons Mucha - F. Champenois Imprimeur-Éditeur.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Alfons%20Mucha%20-%20F.%20Champenois%20Imprimeur-%C3%89diteur.jpg
title,Pierre-Auguste Renoir,1871.0,male,France,"Museum of Fine Arts, Houston",United States of America,,img/img_512/Pierre-Auguste Renoir - Nature morte au bouquet.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20-%20Nature%20morte%20au%20bouquet.jpg
title,Paul Gauguin,1892.0,male,France,National Gallery of Art,United States of America,,img/img_512/Paul Gauguin - Fatata te Miti (By the Sea) - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20-%20Fatata%20te%20Miti%20%28By%20the%20Sea%29%20-%20Google%20Art%20Project.jpg
title,William-Adolphe Bouguereau,1895.0,male,France,,,,img/img_512/Psycheabduct.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Psycheabduct.jpg
title,Luca Giordano,1692.0,male,Kingdom of Naples,Museo del Prado,Spain,,"img/img_512/Giordano, Luca - The Defeat of Sisera - c. 1692.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Giordano%2C%20Luca%20-%20The%20Defeat%20of%20Sisera%20-%20c.%201692.jpg
title,Pieter Brueghel the Elder,,male,Duchy of Brabant,Museum Mayer van den Bergh,Belgium,,img/img_512/Pieter Bruegel the Elder - Twelve Proverbs - WGA03372.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Pieter%20Bruegel%20the%20Elder%20-%20Twelve%20Proverbs%20-%20WGA03372.jpg
title,Theo van Doesburg,1926.0,male,Kingdom of the Netherlands,,,,img/img_512/Theo van Doesburg 026.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Theo%20van%20Doesburg%20026.jpg
title,Andrea Mantegna,,male,Republic of Venice,National Gallery,United Kingdom,,"img/img_512/Mantegna, Sacra Famiglia con san Giovannino, londra.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Mantegna%2C%20Sacra%20Famiglia%20con%20san%20Giovannino%2C%20londra.jpg
title,Angelo Inganni,1860.0,male,Kingdom of Italy,Santa Maria in Silva,Italy,,img/img_512/San Bartolomeo (Angelo Inganni).jpg,http://commons.wikimedia.org/wiki/Special:FilePath/San%20Bartolomeo%20%28Angelo%20Inganni%29.jpg
title,Wassily Kandinsky,1919.0,male,France,Russian Museum,Russia,,"img/img_512/Two Ovals (Wassily Kandinsky, 1919).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Two%20Ovals%20%28Wassily%20Kandinsky%2C%201919%29.jpg
title,Jan Steen,,male,Dutch Republic,National Gallery,United Kingdom,,"img/img_512/Jan steen, effetti dell'intemperanza.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Jan%20steen%2C%20effetti%20dell%27intemperanza.jpg
title,Sandro Botticelli,,male,Italy,Condé Museum,France,,img/img_512/Filippino Lippi - Esther choisie par Assuérus - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Filippino%20Lippi%20-%20Esther%20choisie%20par%20Assu%C3%A9rus%20-%20Google%20Art%20Project.jpg
title,,,,,Kunsthistorisches Museum,Austria,,"img/img_512/Evangeli dell'incoronazione (evangelista Matteo), Vienna, Kunsthistorisches Museum.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Evangeli%20dell%27incoronazione%20%28evangelista%20Matteo%29%2C%20Vienna%2C%20Kunsthistorisches%20Museum.jpg
title,Vincenzo Campi,,male,,Pinacoteca di Brera,Italy,,img/img_512/Vincenzo Campi - The Fruit Seller.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vincenzo%20Campi%20-%20The%20Fruit%20Seller.jpg
title,Wassily Kandinsky,1905.0,male,France,Lenbachhaus,Germany,,img/img_512/Gabriele Münter (Wassiliy Kandinsky) (GMS 30) DSC1730.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Gabriele%20M%C3%BCnter%20%28Wassiliy%20Kandinsky%29%20%28GMS%2030%29%20DSC1730.jpg
title,El Greco,,male,Crown of Castile,Museo del Prado,Spain,,"img/img_512/Pentecostés (El Greco, 1597).jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Pentecost%C3%A9s%20%28El%20Greco%2C%201597%29.jpg
title,Baltasar Grande,,male,Spain,Carbonero el Mayor,Spain,,img/img_512/Carbonero el Mayor - Iglesia de San Juan Bautista 03.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Carbonero%20el%20Mayor%20-%20Iglesia%20de%20San%20Juan%20Bautista%2003.jpg
title,Martin Johnson Heade,1871.0,male,United States of America,National Gallery of Art,United States of America,,img/img_512/Cattelya Orchid and Three Brazilian Hummingbirds.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Cattelya%20Orchid%20and%20Three%20Brazilian%20Hummingbirds.jpg
title,Barnaba da Modena,,male,Italy,Indianapolis Museum of Art,United States of America,,img/img_512/Barnaba da Modena - Crucifixion - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Barnaba%20da%20Modena%20-%20Crucifixion%20-%20Google%20Art%20Project.jpg
title,Leonardo da Vinci,,male,Republic of Florence,,,,img/img_512/Leonardo da Vinci (attrib) - The Holy Infants.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Leonardo%20da%20Vinci%20%28attrib%29%20-%20The%20Holy%20Infants.jpg
title,Vincent van Gogh,1890.0,male,Kingdom of the Netherlands,Musée d'Orsay,France,,img/img_512/Doctor Gachet's Garden in Auvers.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Doctor%20Gachet%27s%20Garden%20in%20Auvers.jpg
title,Caravaggio,,male,Duchy of Milan,Denver Art Museum,United States of America,,img/img_512/Caravaggio - Still Life with Fruit (circa 1603).png,http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20-%20Still%20Life%20with%20Fruit%20%28circa%201603%29.png
title,Juan Gris,1912.0,male,Spain,Art Institute of Chicago,United States of America,,img/img_512/Juan Gris - Portrait of Pablo Picasso - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Gris%20-%20Portrait%20of%20Pablo%20Picasso%20-%20Google%20Art%20Project.jpg
title,Kuzma Petrov-Vodkin,1914.0,male,Russian Empire,Russian Museum,Russia,,img/img_512/Kuzma Petrov-Vodkin - The Mother of God of Tenderness Towards Evil Hearts - Google Art Project.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Kuzma%20Petrov-Vodkin%20-%20The%20Mother%20of%20God%20of%20Tenderness%20Towards%20Evil%20Hearts%20-%20Google%20Art%20Project.jpg
title,Victor Borisov-Musatov,1890.0,male,Russian Empire,Russian Museum,Russia,,img/img_512/Borisovmusatov spring.JPG,http://commons.wikimedia.org/wiki/Special:FilePath/Borisovmusatov%20spring.JPG
title,Vincent van Gogh,1887.0,male,Kingdom of the Netherlands,Mohamed Mahmoud Khalil Museum,Egypt,,img/img_512/Van Gogh - Vase mit Pechnelken.jpeg,http://commons.wikimedia.org/wiki/Special:FilePath/Van%20Gogh%20-%20Vase%20mit%20Pechnelken.jpeg
title,Vincent van Gogh,1888.0,male,Kingdom of the Netherlands,Hermitage Museum,Russia,,img/img_512/Vincent Willem van Gogh 098.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Willem%20van%20Gogh%20098.jpg
title,William Hogarth,1743.0,male,Kingdom of Great Britain,National Gallery,United Kingdom,,img/img_512/William Hogarth - The Shrimp Girl - WGA11467.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/William%20Hogarth%20-%20The%20Shrimp%20Girl%20-%20WGA11467.jpg
title,Nicholas Roerich,1943.0,male,Russian Empire,Russian Museum,Russia,,img/img_512/Mstislav and Rededia.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Mstislav%20and%20Rededia.jpg
title,Paul-Jacques-Aimé Baudry,1862.0,male,France,Museo del Prado,Spain,,img/img_512/Baudry paul the wave and the pearl-edit.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Baudry%20paul%20the%20wave%20and%20the%20pearl-edit.jpg
title,Paul Gauguin,1894.0,male,France,Ny Carlsberg Glyptotek,Denmark,,img/img_512/Gauguin Arearea no varua ino.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Gauguin%20Arearea%20no%20varua%20ino.jpg
title,Alphonse Mucha,1897.0,male,Austrian Empire,,,,"img/img_512/Alphonse Mucha - Zodiac, 1869.jpg",http://commons.wikimedia.org/wiki/Special:FilePath/Alphonse%20Mucha%20-%20Zodiac%2C%201869.jpg
title,Hieronymus Bosch,,male,Southern Netherlands,Alte Pinakothek,Germany,,img/img_512/Last Judgement.jpg,http://commons.wikimedia.org/wiki/Special:FilePath/Last%20Judgement.jpg
